Ligand,Receptor,Annotation,Reference
IL5,PTPN6, ,ppi_lr_go
EDN1,CHRM5, ,ppi_lr_go
EDN1,CHRM1, ,ppi_lr_go
EDN1,CHRM3, ,ppi_lr_go
EDN1,TBXA2R, ,ppi_lr_go
EDN1,ADRA1D, ,ppi_lr_go
EDN1,PTAFR, ,ppi_lr_go
EDN1,PTGER1, ,ppi_lr_go
EDN1,ADRA1A, ,ppi_lr_go
EDN1,ADRA1B, ,ppi_lr_go
EDN1,CASR, ,ppi_lr_go
EDN1,P2RY2, ,ppi_lr_go
EDN1,GRM5, ,ppi_lr_go
EDN1,PTGFR, ,ppi_lr_go
EDN1,LPAR6, ,ppi_lr_go
EDN1,GPR4, ,ppi_lr_go
EDN1,P2RY1, ,ppi_lr_go
EDN1,GRM1, ,ppi_lr_go
EDN1,GPR17, ,ppi_lr_go
EDN1,P2RY6, ,ppi_lr_go
EDN1,LTB4R, ,ppi_lr_go
EDN1,GPR68, ,ppi_lr_go
EDN1,GPRC6A, ,ppi_lr_go
EDN1,GPR65, ,ppi_lr_go
EDN1,LPAR5, ,ppi_lr_go
EDN1,LTB4R2, ,ppi_lr_go
EDN1,CYSLTR2, ,ppi_lr_go
EDN1,LPAR3, ,ppi_lr_go
EDN1,OPN4, ,ppi_lr_go
EDN1,GPR132, ,ppi_lr_go
EDN1,CYSLTR1, ,ppi_lr_go
CCK,CHRM5, ,ppi_lr_go
CCK,CHRM1, ,ppi_lr_go
CCK,CHRM3, ,ppi_lr_go
CCK,TBXA2R, ,ppi_lr_go
CCK,ADRA1D, ,ppi_lr_go
CCK,PTAFR, ,ppi_lr_go
CCK,PTGER1, ,ppi_lr_go
CCK,ADRA1A, ,ppi_lr_go
CCK,ADRA1B, ,ppi_lr_go
CCK,CASR, ,ppi_lr_go
CCK,P2RY2, ,ppi_lr_go
CCK,GRM5, ,ppi_lr_go
CCK,PTGFR, ,ppi_lr_go
CCK,LPAR6, ,ppi_lr_go
CCK,GPR4, ,ppi_lr_go
CCK,P2RY1, ,ppi_lr_go
CCK,GRM1, ,ppi_lr_go
CCK,GPR17, ,ppi_lr_go
CCK,P2RY6, ,ppi_lr_go
CCK,LTB4R, ,ppi_lr_go
CCK,GPR68, ,ppi_lr_go
CCK,GPRC6A, ,ppi_lr_go
CCK,GPR65, ,ppi_lr_go
CCK,LPAR5, ,ppi_lr_go
CCK,LTB4R2, ,ppi_lr_go
CCK,CYSLTR2, ,ppi_lr_go
CCK,LPAR3, ,ppi_lr_go
CCK,OPN4, ,ppi_lr_go
CCK,GPR132, ,ppi_lr_go
CCK,CYSLTR1, ,ppi_lr_go
GPI,FKBP1B, ,ppi_lr_go
GPI,DLG4, ,ppi_lr_go
CRH,ADRB2, ,ppi_lr_go
CRH,ADRB1, ,ppi_lr_go
CRH,ADRB3, ,ppi_lr_go
CRH,DRD1, ,ppi_lr_go
CRH,DRD5, ,ppi_lr_go
CRH,ADORA2A, ,ppi_lr_go
CRH,ADORA2B, ,ppi_lr_go
CRH,PTGER4, ,ppi_lr_go
CRH,PTGER2, ,ppi_lr_go
CRH,PTGIR, ,ppi_lr_go
CRH,GPR15, ,ppi_lr_go
CRH,PTGDR, ,ppi_lr_go
CRH,GPR176, ,ppi_lr_go
CRH,GPR150, ,ppi_lr_go
CRH,GPBAR1, ,ppi_lr_go
CRH,TAAR1, ,ppi_lr_go
CRH,GPR20, ,ppi_lr_go
CRH,GPR84, ,ppi_lr_go
CRH,GPR27, ,ppi_lr_go
CRH,GPR83, ,ppi_lr_go
CRH,GPR45, ,ppi_lr_go
GRP,CHRM5, ,ppi_lr_go
GRP,CHRM1, ,ppi_lr_go
GRP,CHRM3, ,ppi_lr_go
GRP,TBXA2R, ,ppi_lr_go
GRP,ADRA1D, ,ppi_lr_go
GRP,PTAFR, ,ppi_lr_go
GRP,PTGER1, ,ppi_lr_go
GRP,ADRA1A, ,ppi_lr_go
GRP,ADRA1B, ,ppi_lr_go
GRP,CASR, ,ppi_lr_go
GRP,P2RY2, ,ppi_lr_go
GRP,GRM5, ,ppi_lr_go
GRP,PTGFR, ,ppi_lr_go
GRP,LPAR6, ,ppi_lr_go
GRP,GPR4, ,ppi_lr_go
GRP,P2RY1, ,ppi_lr_go
GRP,GRM1, ,ppi_lr_go
GRP,GPR17, ,ppi_lr_go
GRP,P2RY6, ,ppi_lr_go
GRP,LTB4R, ,ppi_lr_go
GRP,GPR68, ,ppi_lr_go
GRP,GPRC6A, ,ppi_lr_go
GRP,GPR65, ,ppi_lr_go
GRP,LPAR5, ,ppi_lr_go
GRP,LTB4R2, ,ppi_lr_go
GRP,CYSLTR2, ,ppi_lr_go
GRP,LPAR3, ,ppi_lr_go
GRP,OPN4, ,ppi_lr_go
GRP,GPR132, ,ppi_lr_go
GRP,CYSLTR1, ,ppi_lr_go
FGF4,FGFRL1, ,ppi_lr_go
NMB,CHRM1, ,ppi_lr_go
NMB,CHRM3, ,ppi_lr_go
NMB,TBXA2R, ,ppi_lr_go
NMB,ADRA1D, ,ppi_lr_go
NMB,PTAFR, ,ppi_lr_go
NMB,PTGER1, ,ppi_lr_go
NMB,ADRA1A, ,ppi_lr_go
NMB,ADRA1B, ,ppi_lr_go
NMB,CASR, ,ppi_lr_go
NMB,P2RY2, ,ppi_lr_go
NMB,GRM5, ,ppi_lr_go
NMB,PTGFR, ,ppi_lr_go
NMB,LPAR6, ,ppi_lr_go
NMB,GPR4, ,ppi_lr_go
NMB,P2RY1, ,ppi_lr_go
NMB,DLG4, ,ppi_lr_go
NMB,GRM1, ,ppi_lr_go
NMB,GPR17, ,ppi_lr_go
NMB,P2RY6, ,ppi_lr_go
NMB,LTB4R, ,ppi_lr_go
NMB,GPR68, ,ppi_lr_go
NMB,GPRC6A, ,ppi_lr_go
NMB,GPR65, ,ppi_lr_go
NMB,LPAR5, ,ppi_lr_go
NMB,LTB4R2, ,ppi_lr_go
NMB,CYSLTR2, ,ppi_lr_go
NMB,LPAR3, ,ppi_lr_go
NMB,OPN4, ,ppi_lr_go
NMB,GPR132, ,ppi_lr_go
NMB,CYSLTR1, ,ppi_lr_go
HMGB1,ITGA4, ,ppi_lr_go
HMGB1,PTPRZ1, ,ppi_lr_go
HMGB1,LY96, ,ppi_lr_go
WNT2,ROR2, ,ppi_lr_go
WNT2,FZD5, ,ppi_lr_go
WNT2,FZD8, ,ppi_lr_go
WNT2,FZD3, ,ppi_lr_go
WNT2,FZD4, ,ppi_lr_go
GIP,ADRB3, ,ppi_lr_go
GIP,DRD1, ,ppi_lr_go
GIP,DRD5, ,ppi_lr_go
GIP,ADORA2A, ,ppi_lr_go
GIP,ADORA2B, ,ppi_lr_go
GIP,PTGER4, ,ppi_lr_go
GIP,PTGER2, ,ppi_lr_go
GIP,PTGIR, ,ppi_lr_go
GIP,GPR15, ,ppi_lr_go
GIP,PTGDR, ,ppi_lr_go
GIP,GPR176, ,ppi_lr_go
GIP,GPR150, ,ppi_lr_go
GIP,GPBAR1, ,ppi_lr_go
GIP,TAAR1, ,ppi_lr_go
GIP,GPR20, ,ppi_lr_go
GIP,GPR84, ,ppi_lr_go
GIP,GPR27, ,ppi_lr_go
GIP,GPR83, ,ppi_lr_go
GIP,GPR45, ,ppi_lr_go
SCT,ADRB3, ,ppi_lr_go
SCT,DRD1, ,ppi_lr_go
SCT,DRD5, ,ppi_lr_go
SCT,ADORA2A, ,ppi_lr_go
SCT,ADORA2B, ,ppi_lr_go
SCT,PTGER4, ,ppi_lr_go
SCT,PTGER2, ,ppi_lr_go
SCT,PTGIR, ,ppi_lr_go
SCT,GPR15, ,ppi_lr_go
SCT,PTGDR, ,ppi_lr_go
SCT,GPR176, ,ppi_lr_go
SCT,GPR150, ,ppi_lr_go
SCT,GPBAR1, ,ppi_lr_go
SCT,TAAR1, ,ppi_lr_go
SCT,GPR20, ,ppi_lr_go
SCT,GPR84, ,ppi_lr_go
SCT,GPR27, ,ppi_lr_go
SCT,GPR83, ,ppi_lr_go
SCT,GPR45, ,ppi_lr_go
SAA1,ADORA3, ,ppi_lr_go
SAA1,CHRM1, ,ppi_lr_go
SAA1,DRD2, ,ppi_lr_go
SAA1,ADRA2B, ,ppi_lr_go
SAA1,ADRA2C, ,ppi_lr_go
SAA1,CHRM3, ,ppi_lr_go
SAA1,S1PR1, ,ppi_lr_go
SAA1,CNR1, ,ppi_lr_go
SAA1,TBXA2R, ,ppi_lr_go
SAA1,DRD4, ,ppi_lr_go
SAA1,ADRA1D, ,ppi_lr_go
SAA1,PTAFR, ,ppi_lr_go
SAA1,ADORA1, ,ppi_lr_go
SAA1,CNR2, ,ppi_lr_go
SAA1,PTGER1, ,ppi_lr_go
SAA1,ADRA1A, ,ppi_lr_go
SAA1,ADRA1B, ,ppi_lr_go
SAA1,DRD3, ,ppi_lr_go
SAA1,CASR, ,ppi_lr_go
SAA1,P2RY2, ,ppi_lr_go
SAA1,GRM5, ,ppi_lr_go
SAA1,PTGFR, ,ppi_lr_go
SAA1,PTGER3, ,ppi_lr_go
SAA1,LPAR6, ,ppi_lr_go
SAA1,GPR4, ,ppi_lr_go
SAA1,P2RY1, ,ppi_lr_go
SAA1,HCAR3, ,ppi_lr_go
SAA1,P2RY4, ,ppi_lr_go
SAA1,TAS2R38, ,ppi_lr_go
SAA1,TAS2R39, ,ppi_lr_go
SAA1,TAS2R40, ,ppi_lr_go
SAA1,TAS2R41, ,ppi_lr_go
SAA1,TAS2R31, ,ppi_lr_go
SAA1,TAS2R46, ,ppi_lr_go
SAA1,TAS2R60, ,ppi_lr_go
SAA1,GRM1, ,ppi_lr_go
SAA1,GPR17, ,ppi_lr_go
SAA1,GPR18, ,ppi_lr_go
SAA1,GRM2, ,ppi_lr_go
SAA1,GRM7, ,ppi_lr_go
SAA1,GRM3, ,ppi_lr_go
SAA1,P2RY6, ,ppi_lr_go
SAA1,AGER, ,ppi_lr_go
SAA1,LTB4R, ,ppi_lr_go
SAA1,GPR68, ,ppi_lr_go
SAA1,GPRC6A, ,ppi_lr_go
SAA1,GPR65, ,ppi_lr_go
SAA1,HCAR2, ,ppi_lr_go
SAA1,OXGR1, ,ppi_lr_go
SAA1,S1PR3, ,ppi_lr_go
SAA1,GPER1, ,ppi_lr_go
SAA1,P2RY13, ,ppi_lr_go
SAA1,SELENOS, ,ppi_lr_go
SAA1,SUCNR1, ,ppi_lr_go
SAA1,HCAR1, ,ppi_lr_go
SAA1,LPAR5, ,ppi_lr_go
SAA1,S1PR5, ,ppi_lr_go
SAA1,P2RY12, ,ppi_lr_go
SAA1,LTB4R2, ,ppi_lr_go
SAA1,CYSLTR2, ,ppi_lr_go
SAA1,TAS2R16, ,ppi_lr_go
SAA1,TAS2R14, ,ppi_lr_go
SAA1,TAS2R13, ,ppi_lr_go
SAA1,TAS2R10, ,ppi_lr_go
SAA1,TAS2R7, ,ppi_lr_go
SAA1,TAS2R4, ,ppi_lr_go
SAA1,TAS2R3, ,ppi_lr_go
SAA1,TAS2R1, ,ppi_lr_go
SAA1,GABBR1, ,ppi_lr_go
SAA1,LPAR3, ,ppi_lr_go
SAA1,OPN4, ,ppi_lr_go
SAA1,GPR132, ,ppi_lr_go
SAA1,CYSLTR1, ,ppi_lr_go
SAA1,GPR55, ,ppi_lr_go
PYY,DRD2, ,ppi_lr_go
PYY,ADRA2B, ,ppi_lr_go
PYY,ADRA2C, ,ppi_lr_go
PYY,S1PR1, ,ppi_lr_go
PYY,CNR1, ,ppi_lr_go
PYY,DRD4, ,ppi_lr_go
PYY,ADORA1, ,ppi_lr_go
PYY,CNR2, ,ppi_lr_go
PYY,DRD3, ,ppi_lr_go
PYY,CASR, ,ppi_lr_go
PYY,PTGER3, ,ppi_lr_go
PYY,HCAR3, ,ppi_lr_go
PYY,P2RY4, ,ppi_lr_go
PYY,TAS2R38, ,ppi_lr_go
PYY,TAS2R39, ,ppi_lr_go
PYY,TAS2R40, ,ppi_lr_go
PYY,TAS2R41, ,ppi_lr_go
PYY,TAS2R31, ,ppi_lr_go
PYY,TAS2R46, ,ppi_lr_go
PYY,TAS2R60, ,ppi_lr_go
PYY,GPR17, ,ppi_lr_go
PYY,GPR18, ,ppi_lr_go
PYY,GRM2, ,ppi_lr_go
PYY,GRM7, ,ppi_lr_go
PYY,GRM3, ,ppi_lr_go
PYY,HCAR2, ,ppi_lr_go
PYY,OXGR1, ,ppi_lr_go
PYY,S1PR3, ,ppi_lr_go
PYY,GPER1, ,ppi_lr_go
PYY,P2RY13, ,ppi_lr_go
PYY,SUCNR1, ,ppi_lr_go
PYY,HCAR1, ,ppi_lr_go
PYY,LPAR5, ,ppi_lr_go
PYY,S1PR5, ,ppi_lr_go
PYY,P2RY12, ,ppi_lr_go
PYY,TAS2R16, ,ppi_lr_go
PYY,TAS2R14, ,ppi_lr_go
PYY,TAS2R13, ,ppi_lr_go
PYY,TAS2R10, ,ppi_lr_go
PYY,TAS2R7, ,ppi_lr_go
PYY,TAS2R4, ,ppi_lr_go
PYY,TAS2R3, ,ppi_lr_go
PYY,TAS2R1, ,ppi_lr_go
PYY,GABBR1, ,ppi_lr_go
PYY,LPAR3, ,ppi_lr_go
PYY,GPR55, ,ppi_lr_go
CALCB,ADRB3, ,ppi_lr_go
CALCB,DRD1, ,ppi_lr_go
CALCB,DRD5, ,ppi_lr_go
CALCB,ADORA2A, ,ppi_lr_go
CALCB,ADORA2B, ,ppi_lr_go
CALCB,PTGER4, ,ppi_lr_go
CALCB,PTGER2, ,ppi_lr_go
CALCB,PTGIR, ,ppi_lr_go
CALCB,GPR15, ,ppi_lr_go
CALCB,PTGDR, ,ppi_lr_go
CALCB,GPR176, ,ppi_lr_go
CALCB,GPR150, ,ppi_lr_go
CALCB,GPBAR1, ,ppi_lr_go
CALCB,TAAR1, ,ppi_lr_go
CALCB,GPR20, ,ppi_lr_go
CALCB,GPR84, ,ppi_lr_go
CALCB,GPR27, ,ppi_lr_go
CALCB,GPR83, ,ppi_lr_go
CALCB,GPR45, ,ppi_lr_go
MAPT,PTK2B, ,ppi_lr_go
IAPP,ADRB3, ,ppi_lr_go
IAPP,DRD1, ,ppi_lr_go
IAPP,DRD5, ,ppi_lr_go
IAPP,ADORA2A, ,ppi_lr_go
IAPP,ADORA2B, ,ppi_lr_go
IAPP,PTGER4, ,ppi_lr_go
IAPP,PTGER2, ,ppi_lr_go
IAPP,PTGIR, ,ppi_lr_go
IAPP,GPR15, ,ppi_lr_go
IAPP,PTGDR, ,ppi_lr_go
IAPP,GPR176, ,ppi_lr_go
IAPP,GPR150, ,ppi_lr_go
IAPP,GPBAR1, ,ppi_lr_go
IAPP,TAAR1, ,ppi_lr_go
IAPP,GPR20, ,ppi_lr_go
IAPP,GPR84, ,ppi_lr_go
IAPP,GPR27, ,ppi_lr_go
IAPP,GPR83, ,ppi_lr_go
IAPP,GPR45, ,ppi_lr_go
FGF3,FGFRL1, ,ppi_lr_go
PTHLH,ADRB3, ,ppi_lr_go
PTHLH,DRD1, ,ppi_lr_go
PTHLH,DRD5, ,ppi_lr_go
PTHLH,ADORA2A, ,ppi_lr_go
PTHLH,ADORA2B, ,ppi_lr_go
PTHLH,PTGER4, ,ppi_lr_go
PTHLH,PTGER2, ,ppi_lr_go
PTHLH,PTGIR, ,ppi_lr_go
PTHLH,GPR15, ,ppi_lr_go
PTHLH,PTGDR, ,ppi_lr_go
PTHLH,GPR176, ,ppi_lr_go
PTHLH,GPR150, ,ppi_lr_go
PTHLH,GPBAR1, ,ppi_lr_go
PTHLH,TAAR1, ,ppi_lr_go
PTHLH,GPR20, ,ppi_lr_go
PTHLH,GPR84, ,ppi_lr_go
PTHLH,GPR27, ,ppi_lr_go
PTHLH,GPR83, ,ppi_lr_go
PTHLH,GPR45, ,ppi_lr_go
BMP4,TSKU, ,ppi_lr_go
CCL5,DRD2, ,ppi_lr_go
CCL5,ADRA2B, ,ppi_lr_go
CCL5,ADRA2C, ,ppi_lr_go
CCL5,S1PR1, ,ppi_lr_go
CCL5,CNR1, ,ppi_lr_go
CCL5,DRD4, ,ppi_lr_go
CCL5,ADORA1, ,ppi_lr_go
CCL5,CNR2, ,ppi_lr_go
CCL5,DRD3, ,ppi_lr_go
CCL5,CASR, ,ppi_lr_go
CCL5,PTGER3, ,ppi_lr_go
CCL5,HCAR3, ,ppi_lr_go
CCL5,P2RY4, ,ppi_lr_go
CCL5,TAS2R38, ,ppi_lr_go
CCL5,TAS2R39, ,ppi_lr_go
CCL5,TAS2R40, ,ppi_lr_go
CCL5,TAS2R41, ,ppi_lr_go
CCL5,TAS2R31, ,ppi_lr_go
CCL5,TAS2R46, ,ppi_lr_go
CCL5,TAS2R60, ,ppi_lr_go
CCL5,GPR17, ,ppi_lr_go
CCL5,GPR18, ,ppi_lr_go
CCL5,GRM2, ,ppi_lr_go
CCL5,GRM7, ,ppi_lr_go
CCL5,GRM3, ,ppi_lr_go
CCL5,HCAR2, ,ppi_lr_go
CCL5,OXGR1, ,ppi_lr_go
CCL5,S1PR3, ,ppi_lr_go
CCL5,GPER1, ,ppi_lr_go
CCL5,P2RY13, ,ppi_lr_go
CCL5,SUCNR1, ,ppi_lr_go
CCL5,HCAR1, ,ppi_lr_go
CCL5,LPAR5, ,ppi_lr_go
CCL5,S1PR5, ,ppi_lr_go
CCL5,P2RY12, ,ppi_lr_go
CCL5,TAS2R16, ,ppi_lr_go
CCL5,TAS2R14, ,ppi_lr_go
CCL5,TAS2R13, ,ppi_lr_go
CCL5,TAS2R10, ,ppi_lr_go
CCL5,TAS2R7, ,ppi_lr_go
CCL5,TAS2R4, ,ppi_lr_go
CCL5,TAS2R3, ,ppi_lr_go
CCL5,TAS2R1, ,ppi_lr_go
CCL5,GABBR1, ,ppi_lr_go
CCL5,LPAR3, ,ppi_lr_go
CCL5,GPR55, ,ppi_lr_go
EDN3,CHRM3, ,ppi_lr_go
EDN3,TBXA2R, ,ppi_lr_go
EDN3,ADRA1D, ,ppi_lr_go
EDN3,PTAFR, ,ppi_lr_go
EDN3,PTGER1, ,ppi_lr_go
EDN3,ADRA1A, ,ppi_lr_go
EDN3,ADRA1B, ,ppi_lr_go
EDN3,CASR, ,ppi_lr_go
EDN3,P2RY2, ,ppi_lr_go
EDN3,GRM5, ,ppi_lr_go
EDN3,PTGFR, ,ppi_lr_go
EDN3,LPAR6, ,ppi_lr_go
EDN3,GPR4, ,ppi_lr_go
EDN3,P2RY1, ,ppi_lr_go
EDN3,GRM1, ,ppi_lr_go
EDN3,GPR17, ,ppi_lr_go
EDN3,P2RY6, ,ppi_lr_go
EDN3,LTB4R, ,ppi_lr_go
EDN3,GPR68, ,ppi_lr_go
EDN3,GPRC6A, ,ppi_lr_go
EDN3,GPR65, ,ppi_lr_go
EDN3,LPAR5, ,ppi_lr_go
EDN3,LTB4R2, ,ppi_lr_go
EDN3,CYSLTR2, ,ppi_lr_go
EDN3,LPAR3, ,ppi_lr_go
EDN3,OPN4, ,ppi_lr_go
EDN3,GPR132, ,ppi_lr_go
EDN3,CYSLTR1, ,ppi_lr_go
AREG,GRIA1, ,ppi_lr_go
VEGFA,GRIN2B, ,ppi_lr_go
VEGFA,PTK2B, ,ppi_lr_go
VEGFA,LYVE1, ,ppi_lr_go
LGALS3,PTPRZ1, ,ppi_lr_go
LGALS3,FCGR2B, ,ppi_lr_go
LGALS3,FLT4, ,ppi_lr_go
LGALS3,TGFBR2, ,ppi_lr_go
LGALS3,PTPRK, ,ppi_lr_go
LGALS3,SLC1A5, ,ppi_lr_go
LGALS3,COLEC12, ,ppi_lr_go
LGALS3,SCARA3, ,ppi_lr_go
LGALS3,RTN4RL2, ,ppi_lr_go
LGALS3,LPAR1, ,ppi_lr_go
LGALS3,CLEC7A, ,ppi_lr_go
LGALS3,P2RY12, ,ppi_lr_go
LGALS3,GPR35, ,ppi_lr_go
LGALS3,MRC2, ,ppi_lr_go
LGALS3,GPR52, ,ppi_lr_go
LGALS3,GPR55, ,ppi_lr_go
ADCYAP1,DRD1, ,ppi_lr_go
ADCYAP1,DRD5, ,ppi_lr_go
ADCYAP1,ADORA2A, ,ppi_lr_go
ADCYAP1,ADORA2B, ,ppi_lr_go
ADCYAP1,PTGER4, ,ppi_lr_go
ADCYAP1,PTGER2, ,ppi_lr_go
ADCYAP1,PTGIR, ,ppi_lr_go
ADCYAP1,GPR15, ,ppi_lr_go
ADCYAP1,PTGDR, ,ppi_lr_go
ADCYAP1,GPR176, ,ppi_lr_go
ADCYAP1,GPR150, ,ppi_lr_go
ADCYAP1,GPBAR1, ,ppi_lr_go
ADCYAP1,TAAR1, ,ppi_lr_go
ADCYAP1,GPR20, ,ppi_lr_go
ADCYAP1,GPR84, ,ppi_lr_go
ADCYAP1,GPR27, ,ppi_lr_go
ADCYAP1,GPR83, ,ppi_lr_go
ADCYAP1,GPR45, ,ppi_lr_go
CXCL2,S1PR1, ,ppi_lr_go
CXCL2,CNR1, ,ppi_lr_go
CXCL2,DRD4, ,ppi_lr_go
CXCL2,ADORA1, ,ppi_lr_go
CXCL2,CNR2, ,ppi_lr_go
CXCL2,DRD3, ,ppi_lr_go
CXCL2,CASR, ,ppi_lr_go
CXCL2,PTGER3, ,ppi_lr_go
CXCL2,HCAR3, ,ppi_lr_go
CXCL2,P2RY4, ,ppi_lr_go
CXCL2,TAS2R38, ,ppi_lr_go
CXCL2,TAS2R39, ,ppi_lr_go
CXCL2,TAS2R40, ,ppi_lr_go
CXCL2,TAS2R41, ,ppi_lr_go
CXCL2,TAS2R31, ,ppi_lr_go
CXCL2,TAS2R46, ,ppi_lr_go
CXCL2,TAS2R60, ,ppi_lr_go
CXCL2,GPR17, ,ppi_lr_go
CXCL2,GPR18, ,ppi_lr_go
CXCL2,GRM2, ,ppi_lr_go
CXCL2,GRM7, ,ppi_lr_go
CXCL2,GRM3, ,ppi_lr_go
CXCL2,HCAR2, ,ppi_lr_go
CXCL2,OXGR1, ,ppi_lr_go
CXCL2,S1PR3, ,ppi_lr_go
CXCL2,GPER1, ,ppi_lr_go
CXCL2,P2RY13, ,ppi_lr_go
CXCL2,SUCNR1, ,ppi_lr_go
CXCL2,HCAR1, ,ppi_lr_go
CXCL2,LPAR5, ,ppi_lr_go
CXCL2,S1PR5, ,ppi_lr_go
CXCL2,P2RY12, ,ppi_lr_go
CXCL2,TAS2R16, ,ppi_lr_go
CXCL2,TAS2R14, ,ppi_lr_go
CXCL2,TAS2R13, ,ppi_lr_go
CXCL2,TAS2R10, ,ppi_lr_go
CXCL2,TAS2R7, ,ppi_lr_go
CXCL2,TAS2R4, ,ppi_lr_go
CXCL2,TAS2R3, ,ppi_lr_go
CXCL2,TAS2R1, ,ppi_lr_go
CXCL2,GABBR1, ,ppi_lr_go
CXCL2,LPAR3, ,ppi_lr_go
CXCL2,GPR55, ,ppi_lr_go
CXCL3,S1PR1, ,ppi_lr_go
CXCL3,CNR1, ,ppi_lr_go
CXCL3,DRD4, ,ppi_lr_go
CXCL3,ADORA1, ,ppi_lr_go
CXCL3,CNR2, ,ppi_lr_go
CXCL3,DRD3, ,ppi_lr_go
CXCL3,CASR, ,ppi_lr_go
CXCL3,PTGER3, ,ppi_lr_go
CXCL3,HCAR3, ,ppi_lr_go
CXCL3,P2RY4, ,ppi_lr_go
CXCL3,TAS2R38, ,ppi_lr_go
CXCL3,TAS2R39, ,ppi_lr_go
CXCL3,TAS2R40, ,ppi_lr_go
CXCL3,TAS2R41, ,ppi_lr_go
CXCL3,TAS2R31, ,ppi_lr_go
CXCL3,TAS2R46, ,ppi_lr_go
CXCL3,TAS2R60, ,ppi_lr_go
CXCL3,GPR17, ,ppi_lr_go
CXCL3,GPR18, ,ppi_lr_go
CXCL3,GRM2, ,ppi_lr_go
CXCL3,GRM7, ,ppi_lr_go
CXCL3,GRM3, ,ppi_lr_go
CXCL3,HCAR2, ,ppi_lr_go
CXCL3,OXGR1, ,ppi_lr_go
CXCL3,S1PR3, ,ppi_lr_go
CXCL3,GPER1, ,ppi_lr_go
CXCL3,P2RY13, ,ppi_lr_go
CXCL3,SUCNR1, ,ppi_lr_go
CXCL3,HCAR1, ,ppi_lr_go
CXCL3,LPAR5, ,ppi_lr_go
CXCL3,S1PR5, ,ppi_lr_go
CXCL3,P2RY12, ,ppi_lr_go
CXCL3,TAS2R16, ,ppi_lr_go
CXCL3,TAS2R14, ,ppi_lr_go
CXCL3,TAS2R13, ,ppi_lr_go
CXCL3,TAS2R10, ,ppi_lr_go
CXCL3,TAS2R7, ,ppi_lr_go
CXCL3,TAS2R4, ,ppi_lr_go
CXCL3,TAS2R3, ,ppi_lr_go
CXCL3,TAS2R1, ,ppi_lr_go
CXCL3,GABBR1, ,ppi_lr_go
CXCL3,LPAR3, ,ppi_lr_go
CXCL3,GPR55, ,ppi_lr_go
PMCH,S1PR1, ,ppi_lr_go
PMCH,CNR1, ,ppi_lr_go
PMCH,TBXA2R, ,ppi_lr_go
PMCH,DRD4, ,ppi_lr_go
PMCH,ADRA1D, ,ppi_lr_go
PMCH,PTAFR, ,ppi_lr_go
PMCH,ADORA1, ,ppi_lr_go
PMCH,CNR2, ,ppi_lr_go
PMCH,PTGER1, ,ppi_lr_go
PMCH,ADRA1A, ,ppi_lr_go
PMCH,ADRA1B, ,ppi_lr_go
PMCH,DRD3, ,ppi_lr_go
PMCH,CASR, ,ppi_lr_go
PMCH,P2RY2, ,ppi_lr_go
PMCH,GRM5, ,ppi_lr_go
PMCH,PTGFR, ,ppi_lr_go
PMCH,PTGER3, ,ppi_lr_go
PMCH,LPAR6, ,ppi_lr_go
PMCH,GPR4, ,ppi_lr_go
PMCH,P2RY1, ,ppi_lr_go
PMCH,HCAR3, ,ppi_lr_go
PMCH,P2RY4, ,ppi_lr_go
PMCH,TAS2R38, ,ppi_lr_go
PMCH,TAS2R39, ,ppi_lr_go
PMCH,TAS2R40, ,ppi_lr_go
PMCH,TAS2R41, ,ppi_lr_go
PMCH,TAS2R31, ,ppi_lr_go
PMCH,TAS2R46, ,ppi_lr_go
PMCH,TAS2R60, ,ppi_lr_go
PMCH,GRM1, ,ppi_lr_go
PMCH,GPR17, ,ppi_lr_go
PMCH,GPR18, ,ppi_lr_go
PMCH,GRM2, ,ppi_lr_go
PMCH,GRM7, ,ppi_lr_go
PMCH,GRM3, ,ppi_lr_go
PMCH,P2RY6, ,ppi_lr_go
PMCH,LTB4R, ,ppi_lr_go
PMCH,GPR68, ,ppi_lr_go
PMCH,GPRC6A, ,ppi_lr_go
PMCH,GPR65, ,ppi_lr_go
PMCH,HCAR2, ,ppi_lr_go
PMCH,OXGR1, ,ppi_lr_go
PMCH,S1PR3, ,ppi_lr_go
PMCH,GPER1, ,ppi_lr_go
PMCH,P2RY13, ,ppi_lr_go
PMCH,SUCNR1, ,ppi_lr_go
PMCH,HCAR1, ,ppi_lr_go
PMCH,LPAR5, ,ppi_lr_go
PMCH,S1PR5, ,ppi_lr_go
PMCH,P2RY12, ,ppi_lr_go
PMCH,LTB4R2, ,ppi_lr_go
PMCH,CYSLTR2, ,ppi_lr_go
PMCH,TAS2R16, ,ppi_lr_go
PMCH,TAS2R14, ,ppi_lr_go
PMCH,TAS2R13, ,ppi_lr_go
PMCH,TAS2R10, ,ppi_lr_go
PMCH,TAS2R7, ,ppi_lr_go
PMCH,TAS2R4, ,ppi_lr_go
PMCH,TAS2R3, ,ppi_lr_go
PMCH,TAS2R1, ,ppi_lr_go
PMCH,GABBR1, ,ppi_lr_go
PMCH,LPAR3, ,ppi_lr_go
PMCH,OPN4, ,ppi_lr_go
PMCH,GPR132, ,ppi_lr_go
PMCH,CYSLTR1, ,ppi_lr_go
PMCH,GPR55, ,ppi_lr_go
TRH,TBXA2R, ,ppi_lr_go
TRH,ADRA1D, ,ppi_lr_go
